GRAPH,NODE DISTANCE,Node,DATE,CLASS,THEMES,P_VALUE,DOCSENTIMENT,SENTIMENT,FINANCIALSENTIMENT,IMPACT,SALIENCY_V1,CONFIDENCE
Pepsico Inc,1,Apollo Global Management Llc,2/22/22,Bankruptcy,"
  Banking,
  Bankruptcy
",0.235294,0.172351614,0.169361442,0.264657974,0.661579967,0.909277976,0.594220396
Goldman Sachs Group Inc,3,Merck And Co Inc,3/3/22,Bankruptcy,"
  Bankruptcy
",0.294118,-0.071900003,0,,0.616530299,0.792596102,0.53913217
Pepsico Inc,1,Unilever Plc,1/15/22,Shutdown,"
  Banking
",0.294118,0.177399993,-0.062941544,,0.790980339,0.907474458,0.509997688
Pepsico Inc,1,Unilever Plc,1/29/22,Setback,"
  Banking
",0.058824,0.109055817,-0.159991249,-0.868887603,0.777918637,0.928065836,0.528676516
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,1/20/22,Bankruptcy,"
  Payment Default,
  Credit Change,
  Bankruptcy,
  Default
",0.294118,0.140839532,-0.35023874,0,0.736086249,0.633460641,0.795956972
Microsoft Corp,1,Linkedin Corp,3/27/22,Investigation,"
  Supply Chain,
  Artificial Intelligence,
  SASB Materials Sourcing & Efficiency
",0.133333,0.030654939,-0.134293899,0.240435287,0.966043115,0.807959557,0.498067834
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,1/25/22,Fraud,"
  Banking
",0.235294,0.242026806,0.226066336,0,0.739866376,0.602220297,0.589594414
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/7/22,Litigation,"
  Coronavirus,
  Credit Change,
  Merger and Acquisition
",0.058824,0.163132221,-0.297009856,0.061006602,0.726401269,0.602567792,0.612331939
Morgan Stanley International Holdings Inc,2,Goldman Sachs Group Inc,2/26/22,Bankruptcy,"
  Banking,
  Debt Offering,
  SASB Materials Sourcing & Efficiency
",0.117647,0.349591076,-0.12197718,0,0.853566706,0.608961284,0.511541963
Goldman Sachs Group Inc,1,On24 Inc,1/4/22,Corporate Misconduct,"
  IPO ICO
",0.117647,0.015790625,-0.227146879,-0.604063511,0.792554736,0.903474212,0.674639729
Goldman Sachs Group Inc,1,On24 Inc,1/4/22,Litigation,"
  IPO ICO
",0.117647,0.015790625,-0.227146879,-0.604063511,0.792554736,0.903474212,0.674639729
Coca-Cola Company,2,Archer Daniels Midland Co,3/2/22,Sanctions,"
  Earnings,
  Dividend
",0.176471,0.207188994,-0.106855869,0.61912477,0.748389542,0.671927512,0.599108895
Microsoft Corp,3,Sunpower Corp,2/23/22,Investigation,"
  Lawsuit
",0.058824,0.055983335,-0.230297029,-0.538374364,0.755104184,0.972517669,0.507297914
Coca-Cola Company,1,Barclays Plc,2/13/22,Money Laundering,"
  Banking
",0.294118,0.279788882,0.013491236,-0.719370425,0.786020815,0.758419812,0.58521087
Microsoft Corp,3,Cummins Inc,2/28/22,Breach,"
  Merger and Acquisition
",0.117647,0.032266665,-0.224363476,0,0.705076635,0.542060971,0.599120532
Coca-Cola Company,2,Boeing Company,3/20/22,Fraud,"
  Aviation,
  SASB Business Ethics
",0.235294,-0.096913695,-0.26993832,-0.874554038,0.89944154,0.88662219,0.510024285
Goldman Sachs Group Inc,2,Cisco Systems Inc,1/22/22,Investigation,"
  SASB Competitive Behavior,
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain
",0.176471,0.17093505,0.360659182,,0.616455197,0.617720366,0.599846424
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,3/24/22,Disruption,"
  Default,
  Payment Default,
  SASB Supply Chain Management,
  Credit Change
",0.294118,0.112099998,-0.320351958,0.002933499,0.76970917,0.630090892,0.776691264
Microsoft Corp,1,Atandt Inc,1/19/22,Disruption,"
  Presidential Transition,
  Supply Chain,
  Aviation,
  SASB Materials Sourcing & Efficiency
",0.294118,0.041645285,-0.205972552,,0.726838827,0.854091763,0.555167259
Pepsico Inc,2,Bnp Paribas,3/9/22,Sanctions,"
  SASB Materials Sourcing & Efficiency,
  Cyber Crime,
  Supply Chain,
  Cyber Security,
  Banking
",0.058824,-0.04654,-0.08480645,,0.780973494,0.925728977,0.500758937
Alphabet Inc,1,Illumina Inc,2/10/22,Investigation,"
  Merger and Acquisition
",0.294118,-0.0150375,-0.044522867,-0.898937583,0.969467342,0.935150266,0.494592022
Alphabet Inc,1,Abbvie Inc,3/11/22,Litigation,"
  Coronavirus
",0.235294,0.086778626,0.127412751,0,0.906866133,0.824253559,0.518719739
Pepsico Inc,3,Swk Holdings Corp,3/7/22,Investigation,"
  Joint Venture / Parthership,
  Default,
  Merger and Acquisition,
  Lending
",0,0.260874391,0.220040187,0.447943449,0.776737571,0.624109507,0.592443927
Coca-Cola Company,3,Hp Inc,1/14/22,Ransomware Attack,"
  Cyber Security,
  Artificial Intelligence,
  Cyber Crime
",0.117647,0.061794642,0.071004577,,0.871141255,0.739781618,0.601282782
Goldman Sachs Group Inc,2,Metlife Inc,3/2/22,Clinical Trial,"
  SASB Business Model Resilience,
  Joint Venture / Parthership,
  SASB Employee Engagement, Diversity & Inclusion
",0.235294,0.244329408,0.500955641,0.439788371,0.731816173,0.544510126,0.511025005
Alphabet Inc,3,Chesapeake Energy Corp,3/17/22,Bankruptcy,"
  Merger and Acquisition,
  Reorganization,
  Earnings,
  Oil,
  Corporate Restructuring,
  Dividend,
  Debt Restructuring,
  Bankruptcy
",0,0.238195002,-0.056139886,-0.04512642,0.706643522,0.806756794,0.602008384
Alphabet Inc,2,Sunpower Corp,3/6/22,Investigation,"
  Merger and Acquisition,
  Lawsuit
",0.058824,-0.013648437,0.000469865,-0.319695413,0.876907051,0.826581955,0.600497234
Morgan Stanley International Holdings Inc,2,Zimmer Biomet Holdings,3/9/22,Litigation,"
  Earnings
",0.235294,0.056844827,-0.095969334,-0.025422007,0.66478771,0.801716506,0.357377369
Pepsico Inc,3,Mitsubishi Ufj Financial Group Inc,3/2/22,Shutdown,"
  Banking,
  Cybercurrency,
  Blockchain
",0.235294,0.101831578,-0.163772315,0,0.659542322,0.774524152,0.58061421
Coca-Cola Company,3,Banco Bilbao Viscaya Argentaria Sa,3/11/22,Investigation,"
  Sports,
  Banking
",0.235294,0.067493551,0.163956389,0,0.836310923,0.53288275,0.506863375
Morgan Stanley International Holdings Inc,1,Bank Of New York Mellon Corp,1/26/22,Dispute,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.235294,0.30011338,,,0.999850035,0.90003401,0.53470814
Microsoft Corp,1,Bank Of New York Mellon Corp,1/26/22,Hacking,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.235294,0.30011338,,,0.999850035,0.90003401,0.53470814
Pepsico Inc,1,Bank Of New York Mellon Corp,1/26/22,Bankruptcy,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.235294,0.30011338,,,0.999850035,0.90003401,0.53470814
Morgan Stanley International Holdings Inc,2,Accenture Plc,1/7/22,Disruption,"
  Supply Chain,
  SASB Ecological Impacts,
  SASB Systemic Risk Management,
  Energy Management,
  SASB Materials Sourcing & Efficiency
",0.058824,0.056576271,0.603060663,,0.674553156,0.634371996,0.487578777
Pepsico Inc,1,Hsbc Holdings Plc,2/1/22,Data Breach,"
  Cybercurrency,
  Blockchain,
  Banking,
  Cyber Crime,
  Joint Venture / Parthership
",0.294118,0.233663335,0.072263703,0,0.608839393,0.784342885,0.510523422
Goldman Sachs Group Inc,1,Robinhood Markets Inc,1/23/22,Data Breach,"
  IPO ICO
",0.058824,0.12669,-0.248355076,-0.719662488,0.861555398,0.98290503,0.572403923
Coca-Cola Company,2,Wells Fargo And Company,2/19/22,Fraud,"
  Banking
",0.294118,-0.062669233,-0.168988571,,0.841423213,0.797211707,0.510590344
Microsoft Corp,2,Nvidia Corp,3/6/22,Breach,"
  Cybercurrency,
  Cyber Crime,
  Cyber Security,
  Blockchain
",0.294118,0.07446,-0.123022236,,0.906222165,0.971989512,0.490131626
Alphabet Inc,3,Chesapeake Energy Corp,1/20/22,Bankruptcy,"
  Bankruptcy
",0,0.228541672,-0.093327478,0.272135437,0.672511697,0.956226826,0.507568503
Morgan Stanley International Holdings Inc,3,Verizon Communications Inc,1/30/22,Dispute,"
  Aviation
",0.058824,-0.026783334,-0.176169157,,0.660393059,0.849295974,0.586373639
Goldman Sachs Group Inc,2,Cisco Systems Inc,2/11/22,Wire Fraud,"
  Fraud
",0.235294,-0.0098,-0.138966352,,0.828053296,0.946939468,0.598893251
Goldman Sachs Group Inc,1,Robinhood Markets Inc,2/3/22,Fraud,"
  IPO ICO
",0.294118,-0.12019565,-0.562265813,0,0.735482514,0.539768875,0.837502435
Alphabet Inc,1,Goldman Sachs Group Inc,1/2/22,Disruption,"
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain,
  Banking
",0.235294,-0.141283333,0.042343874,,0.569220126,0.646437168,0.600321804
Morgan Stanley International Holdings Inc,2,Anthem Inc,1/26/22,Data Breach,"
  Lawsuit
",0.176471,0.207458496,-0.0632324,,0.625213742,0.686855912,0.505853478
Coca-Cola Company,1,Twitter Inc,1/21/22,Manipulation,"
  SASB Competitive Behavior
",0.058824,-0.012511111,-0.149545193,,0.772426009,0.988691568,0.503808683
Coca-Cola Company,1,Apple Inc,3/3/22,Sanctions,"
  Cyber Crime
",0.058824,0.06129355,0.068034582,,0.794362664,0.814125836,0.509602041
Microsoft Corp,1,Bank Of New York Mellon Corp,1/11/22,Breach,"
  Banking
",0.235294,0.20300968,0.299433708,0,0.725063801,0.688065529,0.594516056
Alphabet Inc,1,Apple Inc,3/20/22,Tax Evasion,"
  Supply Chain,
  Money Laundering
",0.058824,-0.126243755,-0.267616451,-0.880248308,0.911108017,0.973986626,0.595019826
Microsoft Corp,1,Cisco Systems Inc,3/4/22,Disruption,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Merger and Acquisition
",0.235294,0.106580555,0.248319134,,0.666977167,0.676628709,0.597957524
Morgan Stanley International Holdings Inc,3,Marathon Petroleum Corp,2/26/22,Protest,"
  Oil,
  Supply Chain,
  Employee Relations,
  SASB Materials Sourcing & Efficiency
",0.058824,0.214790002,-0.004907625,0.785207152,0.726340652,0.906038463,0.600958195
Pepsico Inc,3,Anthem Inc,1/26/22,Investigation,"
  Lawsuit
",0.235294,0.207458496,-0.0632324,,0.625213742,0.686855912,0.505853478
Pepsico Inc,3,Mastercard Inc,3/10/22,Sanctions,"
  Banking
",0.117647,0.056325,-0.08987353,,0.658200383,0.846503913,0.505172386
Pepsico Inc,1,Hsbc Holdings Plc,2/28/22,Sanctions,"
  Banking
",0.235294,0.216859996,-0.274027079,-0.948757946,0.722302139,0.927843451,0.508989042
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,3/3/22,Sanctions,"
  Sanctions
",0.176471,-0.276560009,-0.468962789,-0.828613877,0.563060403,0.639502764,0.591271632
Coca-Cola Company,1,Moodys Corp /De/,3/3/22,Fraud,"
  Credit Change,
  SASB Materials Sourcing & Efficiency,
  SASB Supply Chain Management,
  Supply Chain
",0.058824,0.096284002,-0.318514317,0.097591415,0.768097401,0.623337328,0.781064892
Coca-Cola Company,1,Moodys Corp /De/,3/3/22,Sanctions,"
  Sanctions
",0.176471,-0.276560009,-0.468962789,-0.828613877,0.563060403,0.639502764,0.591271632
Alphabet Inc,2,Sunpower Corp,2/11/22,Disruption,"
  Solar Energy,
  Merger and Acquisition,
  Energy Management
",0.235294,0.261707574,0.394941777,0.830448806,0.78518784,0.912627041,0.600267175
Goldman Sachs Group Inc,3,Discover Financial Services,1/11/22,Investigation,"
  Lawsuit
",0.176471,0.031865001,-0.243192211,-0.756364048,0.697165787,0.813991368,0.593094427
Microsoft Corp,1,Hewlett Packard Enterprise Comp,3/22/22,Ransomware Attack,"
  Artificial Intelligence,
  Supply Chain
",0.176471,0.136253998,0.117503546,0.417259127,0.80006665,0.935731769,0.591568323
Goldman Sachs Group Inc,1,Morgan Stanley International Holdings Inc,2/10/22,Disruption,"
  Merger and Acquisition,
  Earnings,
  Banking,
  Coronavirus,
  Joint Venture / Parthership,
  Government
",0.058824,0.246027365,0.12606366,0,0.615779579,0.593595088,0.59781249
Alphabet Inc,1,Facebook Inc,3/2/22,Breach,"
  Terrorism
",0.058824,-0.133296669,-0.214590266,,0.761375964,0.932254553,0.506636518
Microsoft Corp,2,F5 Networks Inc,2/15/22,Fraud,"
  Cyber Security,
  Cyber Crime,
  Joint Venture / Parthership
",0.176471,0.287505984,0.226338476,0.89007467,0.672024727,0.880354524,0.587158176
Coca-Cola Company,1,Moodys Corp /De/,1/5/22,Downgrade,"
  Merger and Acquisition,
  Credit Change,
  Banking
",0.235294,0.13378942,-0.265642196,0.177625209,0.824757636,0.62174499,0.624209355
Pepsico Inc,1,Moodys Corp /De/,1/5/22,Downgrade,"
  Merger and Acquisition,
  Credit Change,
  Banking
",0.235294,0.13378942,-0.265642196,0.177625209,0.824757636,0.62174499,0.624209355
Goldman Sachs Group Inc,1,Fair Isaac Corp,2/2/22,Investigation,"
  Supply Chain
",0.058824,0.233763799,0.403339326,,0.620821416,0.919019282,0.565888054
Morgan Stanley International Holdings Inc,3,Royal Dutch Shell,1/5/22,Investigation,"
  Energy Management
",0.235294,-0.032340001,-0.237884268,,0.820404172,0.966426909,0.491949182
Goldman Sachs Group Inc,1,Agco Corp,3/21/22,Disruption,"
  Earnings,
  Supply Chain,
  Dividend,
  Federal Reserve Action,
  SASB Materials Sourcing & Efficiency
",0.235294,0.199349999,0.01506371,0.895961523,0.740412235,0.67015624,0.580396064
Morgan Stanley International Holdings Inc,2,Enbridge Inc,3/29/22,Litigation,"
  Government,
  Oil
",0.133333,0.013178,-0.067262307,,0.769512296,0.73908627,0.395422916
Microsoft Corp,1,Glaxosmithkline Plc,2/26/22,Investigation,"
  Coronavirus
",0.058824,0.035395239,-0.086786188,,0.554537117,0.66395992,0.558024005
Microsoft Corp,1,London Stock Exchange Group Plc,2/25/22,Sanctions,"
  Sanctions,
  Banking
",0.294118,-0.476700008,-0.337830096,-0.933753729,0.742589235,0.975420177,0.589656604
Microsoft Corp,2,Conduent Inc,2/16/22,Litigation,"
  Coronavirus,
  Debt Restructuring,
  Corporate Restructuring,
  Earnings
",0,0.144215286,0.3846457,,0.634051323,0.622777522,0.401395107
Morgan Stanley International Holdings Inc,1,Credit Suisse Group,3/27/22,Investigation,"
  Disruptive Event,
  Banking
",0.266667,-0.290123075,-0.26367864,-0.912390709,0.837794304,0.910707116,0.509739684
Coca-Cola Company,2,Zimmer Biomet Holdings,1/15/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain
",0.117647,0.117616668,0.341875345,0,0.595351338,0.772330105,0.572626823
Goldman Sachs Group Inc,1,Bank Of New York Mellon Corp,1/26/22,Investigation,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.117647,0.30011338,,,0.999850035,0.90003401,0.53470814
Pepsico Inc,3,Deutsche Bank,2/15/22,Sanctions,"
  Bribery,
  Artificial Intelligence,
  Fintech,
  Cyber Security,
  Money Laundering,
  Drugs,
  Banking
",0.117647,-0.042947438,-0.164618045,,0.766601741,0.648180664,0.601892083
Morgan Stanley International Holdings Inc,1,Deutsche Bank,2/15/22,Fraud,"
  Bribery,
  Artificial Intelligence,
  Fintech,
  Cyber Security,
  Money Laundering,
  Drugs,
  Banking
",0.117647,-0.042947438,-0.164618045,,0.766601741,0.648180664,0.601892083
Alphabet Inc,1,Yandex Nv,3/31/22,Sanctions,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.133333,0.002208696,-0.071163289,-0.931344271,0.73312825,0.528275073,0.479307808
Alphabet Inc,3,Mastercard Inc,3/5/22,Sanctions,"
  Banking
",0.235294,-0.033226665,0.00582724,,0.694610715,0.921147168,0.556526248
Pepsico Inc,3,Cme Group Inc,3/1/22,Sanctions,"
  Cybercurrency,
  Blockchain
",0.235294,0.100175001,-0.013082059,0.734635472,0.778227448,0.967201293,0.504672451
Microsoft Corp,3,Bristol-Myers Squibb Company,3/14/22,Clinical Trial,"
  Cancer
",0.176471,-0.016212121,-0.055514768,,0.813809037,0.897180438,0.416159312
Morgan Stanley International Holdings Inc,1,Hertz Global Holdings Inc,3/15/22,Litigation,"
  Bankruptcy
",0.058824,-0.068302706,-0.145111784,-0.859808326,0.614813983,0.544319928,0.593088087
Morgan Stanley International Holdings Inc,2,Expedia Group Inc,2/22/22,Arrest,"
  Bankruptcy,
  SASB Air Quality,
  Natural Disaster,
  Government,
  Joint Venture / Parthership,
  Aviation,
  SASB Systemic Risk Management,
  Coronavirus,
  Human Trafficking
",0.294118,0.280393332,0.095995456,,0.734427273,0.62379092,0.601520624
Morgan Stanley International Holdings Inc,3,Contl Ag Bearer Shs,1/4/22,Manipulation,"
  SASB Materials Sourcing & Efficiency,
  Cyber Security
",0.176471,0.325450003,0.287120432,0.888579845,0.829507649,0.834188342,0.555544371
Goldman Sachs Group Inc,1,Bank Of New York Mellon Corp,1/26/22,Money Laundering,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.117647,0.30011338,,,0.999850035,0.90003401,0.53470814
Morgan Stanley International Holdings Inc,1,Barclays Plc,3/6/22,Investigation,"
  Banking
",0.294118,-0.049670834,-0.029689614,-0.469894052,0.653419018,0.698049128,0.51024852
Microsoft Corp,2,Barclays Plc,2/13/22,Money Laundering,"
  Banking
",0.294118,0.279788882,0.013491236,-0.719370425,0.786020815,0.758419812,0.58521087
Pepsico Inc,2,Centene Corp,4/1/22,Removal,"
  Gov and Politics
",0.133333,0.081198387,-0.070436023,,0.690699458,0.763946712,0.511894025
Microsoft Corp,2,Solarwinds Inc,2/1/22,Breach,"
  Cyber Crime
",0.235294,0.238026246,-0.14546138,,0.804562032,0.650803864,0.57931556
Coca-Cola Company,2,Atandt Inc,1/1/22,Investigation,"
  Aviation
",0.117647,0.017626315,-0.187349111,,0.853637516,0.875764608,0.555555219
Morgan Stanley International Holdings Inc,1,Bank Of New York Mellon Corp,1/26/22,Disruption,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.117647,0.30011338,,,0.999850035,0.90003401,0.53470814
Coca-Cola Company,2,Wells Fargo And Company,2/5/22,Dispute,"
  Lawsuit,
  Banking
",0.294118,-0.087458067,-0.411977351,-0.413917065,0.814332426,0.930785239,0.601580236
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,3/23/22,Bankruptcy,"
  Payment Default,
  SASB Supply Chain Management,
  Credit Change,
  Bankruptcy,
  Default
",0.176471,0.139084503,-0.354659379,0,0.698074341,0.635126352,0.795956972
Goldman Sachs Group Inc,3,Energy Transfer Lp  1,1/7/22,Dispute,"
  Lawsuit
",0.058824,0.079938635,-0.157232776,,0.864820063,0.58982867,0.488788824
Alphabet Inc,3,Western Union Company,3/8/22,Investigation,"
  Money Laundering,
  Government,
  Gov and Politics
",0.058824,0.002513333,-0.053022489,,0.772319674,0.688029408,0.53521265
Alphabet Inc,1,Baidu Inc,1/2/22,Litigation,"
  Banking,
  Lawsuit
",0,0.120983787,-0.022451177,-0.480971664,0.730542958,0.671745062,0.581462175
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,1/13/22,Cyber Breach,"
  Earnings,
  Bankruptcy,
  Credit Change,
  Reorganization
",0.117647,0.157528669,-0.29205054,0,0.730427444,0.618939519,0.814410942
Pepsico Inc,2,Bnp Paribas,2/17/22,Investigation,"
  Banking
",0.294118,0.015721429,-0.045379069,,0.876627743,0.935876787,0.527167796
Alphabet Inc,3,Mastercard Inc,3/6/22,International Sanction,"
  Banking
",0.176471,-0.091343753,-0.462011695,,0.650293231,0.849945247,0.576780451
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,1/11/22,Breach,"
  Banking
",0.294118,0.20300968,0.299433708,0,0.725063801,0.688065529,0.594516056
Microsoft Corp,1,Facebook Inc,1/16/22,Manipulation,"
  Lawsuit
",0.058824,0.074287497,-0.172079012,,0.877443135,0.895201445,0.523809216
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,1/7/22,Litigation,"
  Coronavirus,
  Credit Change,
  Merger and Acquisition
",0.117647,0.163132221,-0.297009856,0.061006602,0.726401269,0.602567792,0.612331939
Morgan Stanley International Holdings Inc,1,Federal Home Loan Mortgage Corp,2/17/22,Fraud,"
  Debt Offering
",0.117647,0.1349601,-0.160805747,0,0.577779591,0.623928487,0.541125308
