GRAPH,STARTING_NODE,ENDING_NODE,CLASS,DOCCOUNT
Verizon Communications Inc,Global Payments Inc,Intercontinental Exchange,Anti-Trust Violation,4
Goldman Sachs Group Inc,Delta Air Lines Inc,Singapore Airlines Ltd,Hack,4
Alphabet Inc,Luminex Corp,Diasorin Inc,Corporate Misconduct,10
Alphabet Inc,Energy Transfer Lp  1,Sunoco Lp,Criminal Investigation,56
Microsoft Corp,Vmware Inc,Microsoft Corp,Hack,64
Morgan Stanley International Holdings Inc,Intercontinental Exchange,United Technologies Corp,Anti-Trust Violation,4
Jp Morgan Chase And Co,Intercontinental Exchange,Boeing Company,Criminal Investigation,6
Alphabet Inc,Jp Morgan Chase And Co,New York Times Co,Criminal Investigation,9
Microsoft Corp,Tier Reit Inc,Cousins Properties Inc,Anti-Trust Violation,4
Microsoft Corp,Catalent Inc,Glaxosmithkline Plc,Clinical Trial,25
Jp Morgan Chase And Co,Vici Properties Inc,Mgm Growth Properties Llc,Corporate Misconduct,12
Microsoft Corp,Devon Energy Corp/De,Canadian Natural Resources,Sanctions,48
Goldman Sachs Group Inc,Alphabet Inc,Google,Cyber Breach,36
Microsoft Corp,Paypal Holdings,Verizon Communications Inc,Ransomware Attack,61
Microsoft Corp,Barnes And Noble Inc,Microsoft Corp,Hack,16
Microsoft Corp,Best Buy Co Inc,Sony Corp,Ddos Attack,4
Verizon Communications Inc,Dr Pepper Snapple Group Inc,Altaba Inc,Ransomware Attack,183
Verizon Communications Inc,Rmr Group Inc,Select Income Reit,Sanctions,4
Pepsico Inc,Best Buy Co Inc,Amazon Com Inc,Ddos Attack,4
Microsoft Corp,Abbvie Inc,Imab,Clinical Trial,508
Verizon Communications Inc,Pfizer Inc,Lilly Eli And Co,Clinical Trial,4
Alphabet Inc,Cisco Systems Inc,Fireeye Inc,Hack,4
Pepsico Inc,Anaptysbio Inc,Glaxosmithkline Plc,Clinical Trial,5
Goldman Sachs Group Inc,Zimmer Biomet Holdings,Stryker Corp,Hack,30
Microsoft Corp,Ford Motor Company,General Motors Limited,Civil Lawsuit,4
Morgan Stanley International Holdings Inc,T-Mobile Us,Dish Network Corp,Hack,4
Microsoft Corp,Bank Of America Corp,Allstate Corp,Civil Lawsuit,6
Jp Morgan Chase And Co,Intercontinental Exchange,Bnp Paribas,Regulatory Investigation,3
Microsoft Corp,Arch Coal Inc,Peabody Energy Corp,Civil Lawsuit,8
Goldman Sachs Group Inc,Thomson Reuters Corp,Intercontinental Hotels Group Plc,Hacking,3
Alphabet Inc,Intercontinental Exchange,Jeld-Wen Inc,Corporate Misconduct,4
Verizon Communications Inc,Goldman Sachs Group Inc,Greensky Inc,Accounting Fraud,6
Morgan Stanley International Holdings Inc,Realty Income Corp,Vereit Inc,Corporate Misconduct,3
Verizon Communications Inc,Visa Inc,Marriott International Inc /Md/,Hack,10
Microsoft Corp,Peabody Energy Corp,Arch Coal Inc,Civil Lawsuit,10
Morgan Stanley International Holdings Inc,Farmers National Banc Corp /Oh/,Emclaire Financial Corp,Anti-Trust Violation,8
Verizon Communications Inc,Twitter Inc,Renault Sa,Sanctions,3
Goldman Sachs Group Inc,Stryker Corp,K2M Group Holdings Inc,Ransomware Attack,4
Goldman Sachs Group Inc,Stryker Corp,Nuvasive Inc,Ransomware Attack,6
Microsoft Corp,Verizon Communications Inc,Target Corp,Ransomware Attack,3
Jp Morgan Chase And Co,Chase Corp,Verizon Communications Inc,Ransomware Attack,3
Morgan Stanley International Holdings Inc,Twitter Inc,Samsung Electronics Gmbh,Ddos Attack,3
Pepsico Inc,Adobe Inc,Facebook Inc,Hacking,22
Alphabet Inc,Microsoft Corp,Symantec Corp,Legal Dispute,6
Microsoft Corp,Altaba Inc,Microsoft Corp,Legal Dispute,21
Morgan Stanley International Holdings Inc,Pegasystems Inc,Appian Corp,Legal Dispute,9
Jp Morgan Chase And Co,Twilio Inc,Uber Technologies Inc,Hack,16
Morgan Stanley International Holdings Inc,Bank Of America Corp,Ambac Financial Group Inc,Regulatory Investigation,3
Alphabet Inc,Deutsche Bank,Lehman Br Hld 624 N,Sanctions,3
Microsoft Corp,Intercontinental Exchange,Canopy Growth Corp,Clinical Trial,24
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Weed Inc,Clinical Trial,38
Jp Morgan Chase And Co,Intercontinental Exchange,Weed Inc,Clinical Trial,38
Verizon Communications Inc,Nasdaq Inc,Analog Devices Sas,Corporate Misconduct,5
Pepsico Inc,Teledyne Technologies Inc,Flir Systems Inc,Accounting Fraud,12
Goldman Sachs Group Inc,Valeant Pharmaceuticals International Inc,Teva Pharmaceutical Industries Ltd,Clinical Trial,10
Verizon Communications Inc,Advanced Micro Devices Inc,Intel Corp,Cyber Breach,32
Microsoft Corp,Analog Devices Sas,Maxim Integrated Products Inc,Corporate Misconduct,25
Jp Morgan Chase And Co,Flir Systems Inc,Teledyne Technologies Inc,Accounting Fraud,3
Jp Morgan Chase And Co,Pbf Holding Co Llc,Pbf Logistics Gp Llc,Anti-Trust Violation,12
Alphabet Inc,Synopsys Inc,Cadence Design Systems Inc,Sanctions,6
Goldman Sachs Group Inc,Biogen Inc,Sage Therapeutics Inc,Clinical Trial,8
Goldman Sachs Group Inc,Facebook Inc,Electronic Arts Inc,Ransomware Attack,15
Verizon Communications Inc,United Therapeutics Corp,Mannkind Corp,Clinical Trial,110
Pepsico Inc,Mannkind Corp,United Therapeutics Corp,Clinical Trial,22
Jp Morgan Chase And Co,Marriott International Inc /Md/,Starwood Hotels And Resorts Worldwide Llc,Privacy Breach,8
Jp Morgan Chase And Co,Thomson Reuters Corp,Yandex Nv,Hack,16
Morgan Stanley International Holdings Inc,Magellan Health Inc,Anthem Inc,Wire Fraud,12
Alphabet Inc,International Business Machines Corp,Red Hat Inc,Sanctions,3
Verizon Communications Inc,Intercontinental Exchange,Cheetah Mobile Inc,Corporate Misconduct,12
Goldman Sachs Group Inc,Extreme Networks Inc,Aerohive Networks Inc,Anti-Trust Violation,42
Morgan Stanley International Holdings Inc,Enbridge Inc,Enbridge Energy Management L L C,Regulatory Investigation,18
Verizon Communications Inc,Intercontinental Exchange,Enbridge Inc,Regulatory Investigation,12
Microsoft Corp,Sonos Inc,Google,Legal Dispute,10
Alphabet Inc,Celgene Corp,Takeda Pharmaceutical Co,Clinical Trial,4
Morgan Stanley International Holdings Inc,Goodyear Tire And Rubber Co /Oh/,Thomson Reuters Corp,Sanctions,15
Alphabet Inc,Goldman Sachs Group Inc,Robinhood Markets Inc,Regulatory Investigation,3
Verizon Communications Inc,Square Inc,Google,Multidistrict Litigation,3
Goldman Sachs Group Inc,Yum Brands Inc,Thomson Reuters Corp,Ransomware Attack,4
Microsoft Corp,Starbucks Corp,Pepsico Inc,Sanctions,79
Verizon Communications Inc,Rogers Corp,Rogers Communications Inc,Ransomware Attack,84
Pepsico Inc,Apple Inc,Square Inc,Multidistrict Litigation,3
Goldman Sachs Group Inc,Qualcomm Inc/De,Zte Corp,Sanctions,303
Pepsico Inc,Qualcomm Inc/De,Zte Corp,Sanctions,303
Pepsico Inc,Merck And Co Inc,Novartis Ag,Clinical Trial,76
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Deutsche Bank,Hack,174
Microsoft Corp,Facebook Inc,Shutterfly Inc,Ransomware Attack,10
Morgan Stanley International Holdings Inc,Tesla Inc,Wirecard Ag,Criminal Investigation,4
Goldman Sachs Group Inc,Novartis Ag,Celgene Corp,Clinical Trial,8
Pepsico Inc,Jp Morgan Chase And Co,Deutsche Bank,Bank Fraud,8
Pepsico Inc,Fedex Corp,Boeing Company,Hacking,3
Goldman Sachs Group Inc,Fedex Corp,Boeing Company,Hacking,3
Verizon Communications Inc,Nasdaq Inc,Acacia Communications Inc,Anti-Trust Violation,4
Microsoft Corp,United Rentals Inc /De,General Finance Corp,Corporate Misconduct,20
Pepsico Inc,Citigroup Inc,Darden Restaurants Inc,Hack,4
Microsoft Corp,Walmart Inc,New York Times Co,Hack,8
Morgan Stanley International Holdings Inc,International Business Machines Corp,Hewlett Packard Enterprise Comp,Hacking,4
Alphabet Inc,Jp Morgan Chase And Co,Ubs Group Ag,Sanctions,21
Verizon Communications Inc,Facebook Inc,Nasdaq Inc,Hacking,58
Jp Morgan Chase And Co,Bank Of America Corp,Target Corp,Cyber Breach,8
Microsoft Corp,Ebay Inc,Paypal Holdings,Multidistrict Litigation,17
Jp Morgan Chase And Co,Bbandt Corp,Suntrust Banks Inc,Legal Dispute,4
Morgan Stanley International Holdings Inc,Intel Corp,Taiwan Semiconductor Manufacturing,Sanctions,26
Pepsico Inc,Nasdaq Inc,Igm Biosciences Inc,Clinical Trial,9
Morgan Stanley International Holdings Inc,Atandt Inc,Discovery Comm Inc,Anti-Trust Violation,32
Morgan Stanley International Holdings Inc,Lyft Inc,Uber Technologies Inc,Legal Dispute,5
Alphabet Inc,Lyft Inc,Uber Technologies Inc,Legal Dispute,10
Pepsico Inc,Diamond S Shipping Inc,International Seaways Inc,Corporate Misconduct,12
Jp Morgan Chase And Co,Nasdaq Inc,Bridge Bancorp Inc,Anti-Trust Violation,3
Goldman Sachs Group Inc,Rogers Corp,Rogers Communications Inc,Sanctions,216
Microsoft Corp,Thomson Reuters Corp,Marriott International Inc /Md/,Ransomware Attack,39
Alphabet Inc,Merck And Co Inc,Merck Kgaa,Clinical Trial,276
Alphabet Inc,Amazon Com Inc,Anthem Inc,Hacking,15
Alphabet Inc,Sandp Global Inc,Ihs Markit Ltd,Anti-Trust Violation,18
Alphabet Inc,Ihs Markit Ltd,Sandp Global Inc,Accounting Fraud,6
Verizon Communications Inc,Apple Inc,Palo Alto Networks Inc,Hacking,6
Verizon Communications Inc,General Motors Limited,Honda Motor Company,Sanctions,18
Jp Morgan Chase And Co,Intercontinental Exchange,Tupperware Brands Corp,Corporate Misconduct,8
Microsoft Corp,Verizon Communications Inc,Quest Diagnostics Inc,Hack,30
Goldman Sachs Group Inc,Uber Technologies Inc,Staples Inc,Hack,6
Alphabet Inc,Twitter Inc,Thomson Reuters Corp,Ddos Attack,7
Microsoft Corp,Apple Inc,Uber Technologies Inc,Civil Lawsuit,7
Alphabet Inc,Apple Inc,Sprint Corp,Hacking,4
Alphabet Inc,Apple Inc,Chase Corp,Hacking,12
Alphabet Inc,Verizon Communications Inc,Twitter Inc,Cyber Breach,20
Verizon Communications Inc,Apple Inc,Verizon Communications Inc,Cyber Breach,40
Pepsico Inc,Gilead Sciences Inc,Mylan Nv,Clinical Trial,5
Microsoft Corp,New York Times Co,Google,Anti-Trust Violation,3
Verizon Communications Inc,Adobe Inc,Shopify Inc,Hack,16
Microsoft Corp,Cimarex Energy Co,Cabot Oil And Gas Corp,Anti-Trust Violation,4
Alphabet Inc,Cabot Oil And Gas Corp,Cimarex Energy Co,Anti-Trust Violation,16
Pepsico Inc,Cabot Oil And Gas Corp,Cimarex Energy Co,Anti-Trust Violation,12
Verizon Communications Inc,Nasdaq Inc,Biogen Inc,Accounting Fraud,4
Alphabet Inc,Nasdaq Inc,Biogen Inc,Accounting Fraud,4
Goldman Sachs Group Inc,Federal Home Loan Mortgage Corp,Federal National Mortgage Association,Class-Action Lawsuit,8
Microsoft Corp,Apple Inc,Thomson Reuters Corp,Accounting Fraud,13
Jp Morgan Chase And Co,Symantec Corp,Avast Plc,Anti-Trust Violation,16
Morgan Stanley International Holdings Inc,Federal Home Loan Mortgage Corp,Federal National Mortgage Association,Class-Action Lawsuit,12
Alphabet Inc,Cabot Oil And Gas Corp,Cimarex Energy Co,Accounting Fraud,8
Alphabet Inc,Microsoft Corp,Activision Blizzard,Sanctions,24
Morgan Stanley International Holdings Inc,Wells Fargo And Company,Chase Corp,Cyber Breach,12
Morgan Stanley International Holdings Inc,Atandt Inc,Verizon Communications Inc,Ransomware Attack,27
Pepsico Inc,Abbvie Inc,Coherus Biosciences Inc,Clinical Trial,6
Pepsico Inc,Hdfc Bank Ltd,Yes Bank Limited,Ddos Attack,5
Pepsico Inc,Bank Of America Corp,Countrywide Financial Corp,Class-Action Lawsuit,12
Alphabet Inc,Amazon Com Inc,Oracle Corp,Ransomware Attack,9
Goldman Sachs Group Inc,Thomson Reuters Corp,Indian Oil Corp Ltd,Sanctions,39
Microsoft Corp,Dell Secureworks,Dell Inc,Cyber Breach,24
Goldman Sachs Group Inc,Bank Of America Corp,Equifax Inc,Ddos Attack,3
Pepsico Inc,International Business Machines Corp,Adobe Inc,Hacking,7
Verizon Communications Inc,Regeneron Pharmaceuticals Inc,Alnylam Pharmaceuticals Inc,Clinical Trial,4
Verizon Communications Inc,Alnylam Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Clinical Trial,6
Alphabet Inc,Progenics Pharmaceuticals Inc,Lantheus Holdings,Anti-Trust Violation,30
Alphabet Inc,Progenics Pharmaceuticals Inc,Nasdaq Inc,Anti-Trust Violation,8
Alphabet Inc,Lantheus Holdings,Progenics Pharmaceuticals Inc,Accounting Fraud,25
Goldman Sachs Group Inc,Fiat Chrysler Automobiles Nv,General Motors Limited,Hacking,8
Microsoft Corp,Google,Mgm Resorts,Hack,74
Microsoft Corp,Microsoft Corp,International Business Machines Corp,Privacy Breach,3
Alphabet Inc,Facebook Inc,Mgm Resorts,Hack,18
Pepsico Inc,Nasdaq Inc,Altaba Inc,Sanctions,4
Alphabet Inc,Altaba Inc,New York Times Co,Sanctions,3
Jp Morgan Chase And Co,Netflix Inc,Sony Corp,Sanctions,3
Jp Morgan Chase And Co,Intercontinental Exchange,Wells Fargo And Company,Civil Lawsuit,3
Jp Morgan Chase And Co,Dell Inc,Microsoft Corp,Ransomware Attack,16
Jp Morgan Chase And Co,Regeneron Pharmaceuticals Inc,Checkmate Pharmaceuticals Inc,Corporate Misconduct,6
Verizon Communications Inc,Nvidia Corp,Mellanox Technologies Ltd,Regulatory Investigation,4
Jp Morgan Chase And Co,Wells Fargo And Company,Chase Corp,Class-Action Lawsuit,14
Goldman Sachs Group Inc,Alphabet Inc,Nasdaq Inc,Hacking,3
Pepsico Inc,Take Two Interactive Software Inc,Zynga Inc,Anti-Trust Violation,6
Alphabet Inc,Intel Corp,Check Point Software Technologies Inc,Ransomware Attack,8
Verizon Communications Inc,Arch Capital Group Ltd,Watford Holdings Ltd,Accounting Fraud,18
Morgan Stanley International Holdings Inc,Halozyme Therapeutics Inc,Antares Pharma,Anti-Trust Violation,4
Verizon Communications Inc,Microsoft Corp,Viasat Inc,Hack,4
Alphabet Inc,Microsoft Corp,Viasat Inc,Hack,4
Goldman Sachs Group Inc,Thomson Reuters Corp,News Corp,Hack,4
Microsoft Corp,Intercontinental Exchange,El Paso Electric Company,Anti-Trust Violation,4
Pepsico Inc,Intercontinental Exchange,El Paso Electric Company,Anti-Trust Violation,4
Pepsico Inc,Nasdaq Inc,Advanced Micro Devices Inc,Hacking,6
Morgan Stanley International Holdings Inc,Lilly Eli And Co,Loxo Oncology Inc,Anti-Trust Violation,4
Pepsico Inc,Atandt Inc,T-Mobile Us,Class-Action Lawsuit,9
Morgan Stanley International Holdings Inc,Tesla Inc,Panasonic Corp,Sanctions,96
Goldman Sachs Group Inc,Tesla Inc,Panasonic Corp,Sanctions,312
Alphabet Inc,Fortress Biotech Inc,Checkpoint Therapeutics Inc,Clinical Trial,5
Goldman Sachs Group Inc,Chaparral Energy Inc,Devon Energy Corp/De,Sanctions,3
Goldman Sachs Group Inc,Rockwell Collins Inc,United Technologies Corp,Sanctions,4
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Semiconductor Manufacturing International,Sanctions,54
Jp Morgan Chase And Co,International Business Machines Corp,Oracle Corp,Clinical Trial,4
Alphabet Inc,Intercontinental Exchange,Kirby Corp,Corporate Misconduct,4
Microsoft Corp,Thomson Reuters Corp,Mitsubishi Motors Corp,Sanctions,3
Verizon Communications Inc,Amazon Com Inc,Wells Fargo And Company,Ddos Attack,23
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Citigroup Inc,Ddos Attack,23
Verizon Communications Inc,Bank Of America Corp,Astrazeneca Plc,Class-Action Lawsuit,13
Alphabet Inc,Intercontinental Exchange,Imab,Clinical Trial,5
Alphabet Inc,Apple Inc,Intel Corp,Sanctions,72
Alphabet Inc,Hewlett Packard Enterprise Comp,Dxc Technology Company,Ransomware Attack,6
Jp Morgan Chase And Co,General Electric Company,Deutsche Bank,Multidistrict Litigation,3
Microsoft Corp,Tilray Inc,Aphria Inc,Anti-Trust Violation,32
Goldman Sachs Group Inc,Bank Of America Corp,Schwab Charles Corp,Bank Fraud,8
Alphabet Inc,Microsoft Corp,T-Mobile Us,Ddos Attack,3
Morgan Stanley International Holdings Inc,Thomson Reuters Corp,Blackberry Ltd,Ransomware Attack,3
Jp Morgan Chase And Co,Walmart Inc,Tribune Media Co,Criminal Investigation,3
Pepsico Inc,Citrix Systems Inc,Cisco Systems Inc,Ransomware Attack,3
Goldman Sachs Group Inc,Uber Technologies Inc,Paypal Holdings,Wire Fraud,4
Jp Morgan Chase And Co,Mastercard Inc,Ebay Inc,Hack,4
Alphabet Inc,Ebay Inc,Visa Inc,Hack,20
Goldman Sachs Group Inc,Uber Technologies Inc,Visa Inc,Hack,4
Alphabet Inc,T-Mobile Us,Dish Network Corp,Sanctions,9
Jp Morgan Chase And Co,Chase Corp,Verizon Communications Inc,Hacking,6
Microsoft Corp,Opko Health Inc,Prolor Biotech Inc,Clinical Trial,54
Jp Morgan Chase And Co,Nasdaq Inc,United Therapeutics Corp,Clinical Trial,7
Goldman Sachs Group Inc,Uber Technologies Inc,Amazon Com Inc,Clinical Trial,4
Verizon Communications Inc,Twitter Inc,Doordash Inc,Hack,94
Verizon Communications Inc,Apple Inc,Philip Morris International Inc,Hacking,18
Pepsico Inc,Bristol-Myers Squibb Company,Johnson And Johnson Services Inc,Clinical Trial,8
Pepsico Inc,Microsoft Corp,Absolute Software Cp,Hack,6
Verizon Communications Inc,Intercontinental Exchange,Ellie Mae Inc,Anti-Trust Violation,22
Microsoft Corp,Twitter Inc,Lloyds Banking Group Plc,Hack,6
Microsoft Corp,Open Text Corp,Zix Corp,Accounting Fraud,4
Pepsico Inc,Thomson Reuters Corp,Bank Of China Ltd Ad,Bank Fraud,4
Alphabet Inc,Nasdaq Inc,Thomson Reuters Corp,Bank Fraud,12
Alphabet Inc,Goldman Sachs Group Inc,Deutsche Bank,Accounting Fraud,27
Jp Morgan Chase And Co,Goldman Sachs Group Inc,Deutsche Bank,Bank Fraud,8
Jp Morgan Chase And Co,Thomson Reuters Corp,Goldman Sachs Group Inc,Bank Fraud,4
Goldman Sachs Group Inc,Intercontinental Exchange,Alteryx Inc,Corporate Misconduct,8
Morgan Stanley International Holdings Inc,Intercontinental Exchange,Booz Allen Hamilton Holding Corp,Criminal Investigation,4
Goldman Sachs Group Inc,Bank Of America Corp,The Toronto-Dominion Bank,Multidistrict Litigation,3
Microsoft Corp,Bank Of America Corp,The Toronto-Dominion Bank,Multidistrict Litigation,3
Goldman Sachs Group Inc,Amazon Com Inc,Garmin Ltd,Hack,42
Pepsico Inc,Nasdaq Inc,T-Mobile Us,Sanctions,3
Goldman Sachs Group Inc,Ebay Inc,Amazon Com Inc,Cyber Breach,6
Goldman Sachs Group Inc,Alnylam Pharmaceuticals Inc,Akcea Therapeutics Inc,Clinical Trial,6
Pepsico Inc,Twitter Inc,Philippine Long Distance Telephone,Hack,16
Verizon Communications Inc,Nordson Corp,Cyberoptics Cp,Accounting Fraud,3
Verizon Communications Inc,Chevron Corp,Royal Dutch Shell,Sanctions,27
Morgan Stanley International Holdings Inc,Bank Of America Corp,Home Depot Inc,Cyber Breach,4
Jp Morgan Chase And Co,Visa Inc,The Toronto-Dominion Bank,Hacking,12
Jp Morgan Chase And Co,Intercontinental Exchange,Bank Of America Corp,Sanctions,12
Verizon Communications Inc,Sabre Corp,American Airlines Group Inc,Hacking,6
Goldman Sachs Group Inc,Intercontinental Exchange,Inovio Pharmaceuticals Inc,Clinical Trial,4
Alphabet Inc,Microsoft Corp,Synnex Corp,Hack,92
Verizon Communications Inc,Abbvie Inc,Allergan Plc,Anti-Trust Violation,10
Alphabet Inc,Google,Linkedin Corp,Criminal Investigation,6
Goldman Sachs Group Inc,Wells Fargo And Company,New York Times Co,Hacking,4
Verizon Communications Inc,Twitter Inc,Altaba Inc,Ddos Attack,5
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Hdfc Bank Ltd,Hack,48
Alphabet Inc,Google,Trend Micro Inc [Tok,Hack,54
Morgan Stanley International Holdings Inc,Jp Morgan Chase And Co,Marriott International Inc /Md/,Ransomware Attack,4
Microsoft Corp,Hsbc Holdings Plc,Yes Bank Limited,Criminal Investigation,8
Jp Morgan Chase And Co,Veoneer Inc,Magna International Inc,Accounting Fraud,4
Pepsico Inc,Intercontinental Exchange,Goldman Sachs Group Inc,Ransomware Attack,3
Verizon Communications Inc,Intercontinental Exchange,Solarwinds Inc,Ransomware Attack,3
Microsoft Corp,Amazon Com Inc,Capital One Financial Corp,Multidistrict Litigation,3
Goldman Sachs Group Inc,Microsoft Corp,Yes Bank Limited,Cyber Breach,4
Microsoft Corp,Gilead Sciences Inc,Forty Seven Inc,Anti-Trust Violation,10
Pepsico Inc,Warner Media Llc,Netflix Inc,Sanctions,6
Goldman Sachs Group Inc,Warner Media Llc,Netflix Inc,Sanctions,12
Microsoft Corp,Gilead Sciences Inc,Forty Seven Inc,Accounting Fraud,5
Microsoft Corp,Taubman Centers,Simon Property Group Inc /De/,Anti-Trust Violation,4
Morgan Stanley International Holdings Inc,Altaba Inc,Regis Corp,Hacking,3
Pepsico Inc,Nasdaq Inc,Mobileiron Inc,Corporate Misconduct,3
Pepsico Inc,Pfizer Inc,Cellectis Sa,Clinical Trial,6
Alphabet Inc,Fidelity National Financial,Fgl Holdings,Accounting Fraud,4
Alphabet Inc,Amazon Com Inc,Tesco Plc,Hack,70
Verizon Communications Inc,Adobe Inc,Amazon Com Inc,Legal Dispute,6
Verizon Communications Inc,Intercontinental Exchange,Barclays Plc,Sanctions,12
